coll_id,conv_no,msg_type,direction,body
2785494,11,22,False,"Hey _name_, this is your reminder from Haptik to take your Medicine. Have a nice day ahead!"
2785494,11,6,False,Rise and shine _name_! I can help you plan your week ahead. Just text me to set up your to-do list :)
2785494,11,22,False,"Hey _name_, this is your reminder from Haptik to take your Medicine. Have a nice day ahead!"
2822970,19,22,False,"Rise and shine, _name_! This is your wake up call from Haptik. Have a nice day ahead!{card}{http://haptikappimg.s3.amazonaws.com/content/8b8cd297bc8bc690780e03a320c38ff550bae2e143dd5d05557a91134352789d.jpeg?w=720&h=720}"
2822970,19,22,False,"Rise and shine, _name_! It's a beautiful day. Time to wake up!{card}{http://haptikappimg.s3.amazonaws.com/content/8b8cd297bc8bc690780e03a320c38ff531430400d561b04ea0ee35af04c99645.jpeg?w=720&h=720}"
2930143,17,0,True,Remind for call Toyota
2930143,17,18,False,Sure _name_. I just need a few details to get this done.
2930143,17,18,False,{chatform}{59}
2930143,17,17,True,"Reminder to Call
Date: January 10, 2017
Time: 10 00 am
Name of Person: Toyota's showroom"
2930143,17,18,False,Great. Let me schedule your call reminder 📞. 
2930143,17,19,False,"I have set this up! You'll get a call from me to remind you about it at 10:00 am on Tue, 10 January. Have a great day!  {""time"": [1484002800000], ""message"": ""Your Reminder to call Toyota's showroom. Don't forget to mention, Haptik reminded you ;)""}"
2986763,18,0,True,Today 6.30 pm pimpalner meeting remind me
2986763,18,18,False,Thanks for the details. Let me schedule that for you 👍. 
2986763,18,19,False,"Great! The reminder is set. I'll remind you about the meeting with a call at 06:30 pm on Mon, 09 January. {""time"": [1483947000000], ""message"": ""Time to meet someone. Enjoy and have a great day :)""}"
2986763,19,0,False,"You are welcome, have a great day ahead."
3004833,34,0,True,"Hey, can you set a wake up alarm for me? ⏰{task}"
3004833,34,18,False,"Sure _name_, I will wake you up! I just need a few details. 🌞"
3004833,34,18,False,{chatform}{33}
3004833,34,17,True,"Date: 09-01-2017
Time: 09.00"
3004833,34,18,False,"Thanks, _name_! 👍  I'm scheduling that for you right away."
3004833,34,19,False,"You're all set! I'll make sure you're up at 09:00 am on Mon, 09 January! {""time"": [1483912800000], ""message"": ""It's 09:00 am! Time to wake up and have a great day! :)""}"
3014292,101,0,True,"Hey, can you set a wake up alarm for me? ⏰{task}"
3014292,101,18,False,"Sure _name_, I will wake you up! I just need a few details. 🌞"
3014292,101,18,False,{chatform}{33}
3014292,101,0,True,7:00 am
3014292,101,18,False,For sure _name_. Would you like me to wake you up tomorrow or on some other date?
3014292,101,0,True,Today
3014292,101,18,False,"Thanks, _name_! 👍  I'm scheduling that for you right away."
3014292,101,19,False,"You're all set! I'll make sure you're up at 07:00 am on Mon, 09 January! {""time"": [1483905600000], ""message"": ""Good morning _name_! It's 07:00 am! Time to wake up and have a great day! :)""}"
3014292,102,25,False,You are welcome. ☺️
3030716,10,0,True,Set an alarm for me at 4:58 am
3030716,10,18,False,For sure _name_. What date would you like me to remind you on?
3030716,10,0,True,9 jan
3030716,10,18,False,Great. Let me schedule that for you 👍. 
3030716,10,19,False,"Alright, your reminder is set for 04:58 am on Mon, 09 January. Have a great day ahead :) {""time"": [1483898280000], ""message"": ""Hi _name_! This is a reminder call from Haptik. Have a great day :)""}"
3030716,11,0,False,Got it. I am setting this up for you.
3030716,11,0,False,"Got it! I'll call you at 5:00 AM on Mon, 09 January and make sure you're up! :) {""time"": [1483898400000], ""message"": ""It's 5:00 AM! Time to wake up and have a great day! :)""}"
3030716,11,0,False,"Got it! I'll call you at 5:02 AM on Mon, 09 January and make sure you're up! :) {""time"": [1483898520000], ""message"": ""Good morning _name_! It's 5:02 AM! Time to wake up and have a great day! :)""}"
3030716,11,0,False,"Hope the above information was helpful, Good Night."
3030716,13,22,False,"Good Morning, _name_! Hope you have an awesome day ahead. If you need me for anything, you know I'm just a message away {card}{http://haptikappimg.s3.amazonaws.com/content/8b8cd297bc8bc690780e03a320c38ff550bae2e143dd5d05557a91134352789d.jpeg?w=720&h=720}"
3055870,51,22,False,"Good Morning, _name_! Hope you have an awesome day ahead. If you need me for anything, you know I'm just a message away!{card}{http://haptikappimg.s3.amazonaws.com/content/8b8cd297bc8bc690780e03a320c38ff531430400d561b04ea0ee35af04c99645.jpeg?w=720&h=720}"
3055870,51,6,False,A beautiful Sunday is getting over _name_ :(  I can help you wake up on time tomorrow. Just text me to set up a wake up reminder :)
3117983,68,22,False,"Hey _name_, this is your reminder from Haptik to take your Medicine. Have a nice day ahead!"
3117983,69,22,False,"Hey _name_, this is your reminder from Haptik to take your Medicine. Have a nice day ahead!"
3117983,70,0,True,{emoticon}{thumbsup}
3117983,70,25,False,{}
3127691,40,0,True,"Hey, can you set a reminder for me to call someone?{task}"
3127691,40,18,False,Sure _name_. I just need a few details to get this done.
3127691,40,18,False,{chatform}{59}
3127691,40,17,True,"Date: 09-01-2017
Time: 11.50 AM
Name of Person: Ram Mohan police "
3127691,40,18,False,Thanks for the details. Let me schedule this call reminder 📞. 
3127691,40,19,False,"Great! I'll call and remind you about this at 11:50 am on Mon, 09 January. {""time"": [1483923000000], ""message"": ""Time to call Ram Mohan police. Don't forget to mention, Haptik reminded you ;)""}"
3127691,41,0,False,"{
  ""type"" : ""CAROUSEL"",
  ""text"" : ""Let's help you drink lots of water!"",
  ""data"" : {
    ""items"" : [
      {
        ""title"" : ""Hey [user.name], don't forget to drink water! Should I set a reminder for you?"",
        ""actionables"" : [
          {
            ""location_required"" : false,
            ""is_default"" : 1,
            ""payload"" : {
              ""message"" : ""I want to set a reminder to drink water. {repeat_banner}"",
              ""gogo_message"" : """"
            },
            ""type"" : ""TEXT_ONLY"",
            ""actionable_text"" : ""Yes, please do!"",
            ""uri"" : """"
          }
        ],
        ""thumbnail"" : {
          ""image"" : ""http:\/\/expert-dashboard.s3.amazonaws.com\/content\/12df53fea8b3adfa6c2ec456dd22e2046bfc5abfbe783819d71246de51bfd1a7.jpeg?w=1440&h=810"",
          ""type"" : ""LANDSCAPE""
        }
      }
    ]
  }
}"
3127691,41,33,True,I want to set a reminder to drink water. {repeat_banner}
3127691,41,18,False,"Sure _name_, I just need to know how frequently I should remind you."
3127691,41,18,False,{chatform}{65}
3127691,41,17,True,Frequency of Reminders: 1 hour
3127691,41,18,False,Thanks for the details. Let me schedule that for you ⏰. 
3127691,41,19,False,"Alright, your reminder to drink water has been set. We will remind you every 1 hour from 10:00 am to 8:00 pm."
3127691,42,25,False,{}
3127691,43,22,False,Knock Knock _name_! It's time to call Ram Mohan police and say Hello!{card}{http://haptikappimg.s3.amazonaws.com/content/8b8cd297bc8bc690780e03a320c38ff5d044d8d17dab2f4d95aed2c4e33bd3f9.jpeg?w=720&h=720}
3127691,43,0,True,"Hey, can you set a reminder for me to call someone?{task}"
3127691,43,18,False,Sure _name_. I just need a few details to get this done.
3127691,43,18,False,{chatform}{59}
3127691,43,17,True,"Date: 09-01-2017
Time: 12.50 PM
Name of Person: Rammohan police "
3127691,43,18,False,Thanks for the details. Let me schedule this call reminder 📞. 
3127691,43,19,False,"...And your reminder is set for 12:50 pm on Mon, 09 January :) Have a fantastic day! {""time"": [1483926600000], ""message"": ""Time to call Rammohan police. Don't forget to mention, Haptik reminded you ;)""}"
3127691,44,22,False,"My friend! It's time to call and say hi to Rammohan police!{card}{http://haptikappimg.s3.amazonaws.com/content/8b8cd297bc8bc690780e03a320c38ff5d044d8d17dab2f4d95aed2c4e33bd3f9.jpeg?w=720&h=720}
"
3127691,44,0,True,"Hey, can you set a reminder for me to call someone?{task}"
3127691,44,18,False,Sure _name_. I just need a few details to get this done.
3127691,44,18,False,{chatform}{59}
3127691,44,17,True,"Date: 09-01-2017
Time: 01.53 PM
Name of Person: Ram Mohan police "
3127691,44,18,False,Great. Let me schedule your call reminder 📞. 
3127691,44,19,False,"Great! I'll call and remind you about this at 01:53 pm on Mon, 09 January. {""time"": [1483930380000], ""message"": ""Your Reminder to call Ram Mohan police. Don't forget to mention, Haptik reminded you ;)""}"
3127691,44,0,True,"Hey, can you set a reminder for me to call someone?{task}"
3127691,45,18,False,"Definitely _name_, I just need a few details. "
3127691,45,18,False,{chatform}{56}
3127691,45,17,True,"Date: 10-01-2017
Time: 04.00 PM
Meeting with: Rk hegde
Venue: Lavle road "
3127691,45,18,False,Great. Let me schedule that for you 👍. 
3127691,45,19,False,"Alright, your meeting reminder has been set for 04:00 pm on Tue, 10 January.  You will receive a call from us at that time. Have a great day :) {""time"": [1484024400000], ""message"": ""Time to meet Rk hegde. Enjoy and have a great day :)""}"
3127691,46,22,False,"Here's your Haptik reminder to drink water, _name_! {card}{http://haptikappimg.s3.amazonaws.com/content/8b8cd297bc8bc690780e03a320c38ff50098a5200db924210d16be126954bbcd.jpeg?w=720&h=720}"
3149102,6,0,True,"Hey, can you set a wake up alarm for me? ⏰ {task}"
3149102,6,18,False,"Sure _name_, I will wake you up! I just need a few details. 🌞"
3149102,6,18,False,{chatform}{33}
3149102,6,17,True,"Wake up call
Date: January 9, 2017
Time: 8 00 AM"
3149102,6,18,False,"Thanks, _name_! 👍  I'm scheduling that for you right away."
3149102,6,19,False,"You're all set! I'll make sure you're up at 08:00 am on Mon, 09 January! {""time"": [1483909200000], ""message"": ""Good morning _name_! It's 08:00 am! Time to wake up and have a great day! :)""}"
3150398,21,0,True,"Hey, can you set a wake up alarm for me? ⏰{task}"
3150398,21,18,False,"Sure _name_, I will wake you up! I just need a few details. 🌞"
3150398,21,18,False,{chatform}{33}
3150398,21,17,True,"Date: 09-01-2017
Time: 08.31 AM"
3150398,21,18,False,"Thanks, _name_! 👍  I'm scheduling that for you right away."
3150398,21,19,False,"You're all set! I'll make sure you're up at 08:31 am on Mon, 09 January! {""time"": [1483911060000], ""message"": ""It's 08:31 am! Time to wake up and have a great day! :)""}"
3150398,22,18,False,"Sure _name_, I will wake you up! I just need a few details. 🌞"
3150398,22,18,False,{chatform}{33}
3150398,22,17,True,"Date: 09-01-2017
Time: 08.43 AM"
3150398,22,18,False,"Thanks, _name_! 👍  I'm scheduling that for you right away."
3150398,22,19,False,"You're all set! I'll make sure you're up at 08:43 am on Mon, 09 January! {""time"": [1483911780000], ""message"": ""Good morning _name_! It's 08:43 am! Time to wake up and have a great day! :)""}"
3150398,23,22,False,"Good Morning, _name_! Hope you have an awesome day ahead. If you need me for anything, you know I'm just a message away :){card}{http://haptikappimg.s3.amazonaws.com/content/8b8cd297bc8bc690780e03a320c38ff531430400d561b04ea0ee35af04c99645.jpeg?w=720&h=720}"
3156647,8,39,True,"Hi, I want to set a reminder to drink water. "
3156647,8,0,False,"{""data"":{""items"":[{""actionables"":[{""actionable_text"":""Yes, please do!"",""is_default"":1,""location_required"":false,""payload"":{""message"":""I want to set a reminder to drink water. {repeat_banner}"",""gogo_message"":""""},""type"":""TEXT_ONLY""}],""thumbnail"":{""image"":""http://expert-dashboard.s3.amazonaws.com/content/12df53fea8b3adfa6c2ec456dd22e2046bfc5abfbe783819d71246de51bfd1a7.jpeg?w\u003d1440\u0026h\u003d810"",""type"":""LANDSCAPE""},""title"":""Hey [user.name], don\u0027t forget to drink water! Should I set a reminder for you?""}]},""text"":""Let\u0027s help you drink lots of water!"",""type"":""CAROUSEL""}"
3215608,27,0,True,"Hey, can you set a wake up alarm for me? ⏰{task}"
3215608,27,18,False,"Sure _name_, I will wake you up! I just need a few details. 🌞"
3215608,27,18,False,{chatform}{33}
3215608,27,17,True,"Date: 09-01-2017
Time: 07.20"
3215608,27,18,False,"Thanks, _name_! 👍  I'm scheduling that for you right away."
3215608,27,19,False,"You're all set! I'll make sure you're up at 07:20 am on Mon, 09 January! {""time"": [1483906800000], ""message"": ""Good morning _name_! It's 07:20 am! Time to wake up and have a great day! :)""}"
3261474,67,0,True,"Hey, can you set a reminder for me to call someone?{task}"
3261474,67,18,False,Sure _name_. I just need a few details to get this done.
3261474,67,18,False,{chatform}{59}
3261474,67,17,True,"Date: 09-01-2017
Time: 10.30 AM
Name of Person: Vijay,Dinesh bhaiya,Tej bhan"
3261474,67,18,False,Thanks for the details. Let me schedule this call reminder 📞. 
3261474,67,19,False,"Great, the reminder is set for 10:30 am on Mon, 09 January! If there's anything else I can help you with, just send me a message :)  {""time"": [1483918200000], ""message"": ""Your Reminder to call Vijay,Dinesh bhaiya,Tej bhan. Don't forget to mention, Haptik reminded you ;)""}"
3313301,29,0,True,Please show my to-do list of pending tasks ✔️. {to_do_list}{task}
3313301,29,24,False,You have no upcoming tasks. Please give some details below if you want to add a to-do.
3313301,29,24,False,{chatform}{101} {132521901}
3313301,29,0,True,I want to set a reminder
3313301,29,0,True,{emoticon}{thumbsup}
3313301,29,18,False,Sure _name_. Please give me a few details and I will set the reminder for you. 
3313301,29,0,False,To do reminders{chatform}{101}
3313301,29,17,True,"Task: LIC cheque
Date: 09-01-2017
Time: 22.00"
3313301,29,0,False,Let me schedule that for you.
3313301,29,0,False,"Awesome! It's on me to remind you about this at 8:00 PM on Mon, 09 January! {""time"": [1483952400000], ""message"": ""It's 8:00 PM! Time to get things done!""}"
3313301,29,0,False,Let me know if you would like to set any new reminders. I shall set that for you
3313301,29,0,True,10pm
3313301,29,0,False,Apologies for the same.
3313301,29,0,False,I have changed the timings to 10PM
3313301,29,0,True,Ok
3313301,29,0,True,Thanks
3313301,29,0,False,You are most welcome.
3313301,29,0,False,Have a great day ahead!
3361443,1,39,True,"Hi, I want to set a reminder to drink water. "
3361443,1,0,False,"{""data"":{""items"":[{""actionables"":[{""actionable_text"":""Yes, please do!"",""is_default"":1,""location_required"":false,""payload"":{""message"":""I want to set a reminder to drink water. {repeat_banner}"",""gogo_message"":""""},""type"":""TEXT_ONLY""}],""thumbnail"":{""image"":""http://expert-dashboard.s3.amazonaws.com/content/12df53fea8b3adfa6c2ec456dd22e2046bfc5abfbe783819d71246de51bfd1a7.jpeg?w\u003d1440\u0026h\u003d810"",""type"":""LANDSCAPE""},""title"":""Hey [user.name], don\u0027t forget to drink water! Should I set a reminder for you?""}]},""text"":""Let\u0027s help you drink lots of water!"",""type"":""CAROUSEL""}"
3386412,50,0,True,"Hey, can you set a wake up alarm for me? ⏰ {task}"
3386412,50,18,False,"Sure _name_, I will wake you up! I just need a few details. 🌞"
3386412,50,18,False,{chatform}{33}
3386412,50,17,True,"Wake up call
Date: January 9, 2017
Time: 6 30 AM"
3386412,50,18,False,"Thanks, _name_! 👍  I'm scheduling that for you right away."
3386412,50,19,False,"Got it! I'll call you at 06:30 am on Mon, 09 January and make sure you're up! :) {""time"": [1483903800000], ""message"": ""Good morning _name_! It's 06:30 am! Time to wake up and have a great day! :)""}"
3407237,5,22,False,"Rise and shine, _name_! This is your wake up call from Haptik. Have a nice day ahead!{card}{http://haptikappimg.s3.amazonaws.com/content/8b8cd297bc8bc690780e03a320c38ff531430400d561b04ea0ee35af04c99645.jpeg?w=720&h=720}"
3407237,5,6,False,Rise and shine _name_! I can help you plan your week ahead. Just text me to set up your to-do list :)
3407237,5,0,True,Yes remind me about water
3407237,5,18,False,Sure _name_. Please give me a few details and I will set the reminder for you. 
3407237,5,18,False,{chatform}{101}
3441316,98,22,False,"Time to grab a glass and drink water, _name_! {card}{http://haptikappimg.s3.amazonaws.com/content/8b8cd297bc8bc690780e03a320c38ff50098a5200db924210d16be126954bbcd.jpeg?w=720&h=720}"
3441316,98,22,False,"Hey _name_, this is your reminder from Haptik. Have a great day ahead."
3499378,83,0,True,"Hey, can you set a reminder for me to call someone?{task}"
3499378,83,18,False,Sure _name_. I just need a few details to get this done.
3499378,83,0,True,"Hi, I have a meeting coming up, can you remind me?{task}"
3499378,83,18,False,{chatform}{59}
3499378,83,18,False,"Definitely _name_, I just need a few details. "
3499378,83,18,False,{chatform}{56}
3499378,83,17,True,"Date: 10-01-2017
Time: 10.45 AM
Meeting with: Press club
Venue: Mlore"
3499378,83,18,False,Thanks for the details. Let me schedule that for you 👍. 
3499378,84,0,True,👍
3499378,84,0,False,Please let me know if you need to add any more reminders.
3563664,3,22,False,"Time to grab a glass and drink water, _name_! {card}{http://haptikappimg.s3.amazonaws.com/content/8b8cd297bc8bc690780e03a320c38ff50098a5200db924210d16be126954bbcd.jpeg?w=720&h=720}"
3563664,3,39,True,"Hi, I want to set a reminder to drink water. "
3563664,3,0,False,"{""data"":{""items"":[{""actionables"":[{""actionable_text"":""Yes, please do!"",""is_default"":1,""location_required"":false,""payload"":{""message"":""I want to set a reminder to drink water. {repeat_banner}"",""gogo_message"":""""},""type"":""TEXT_ONLY""}],""thumbnail"":{""image"":""http://expert-dashboard.s3.amazonaws.com/content/12df53fea8b3adfa6c2ec456dd22e2046bfc5abfbe783819d71246de51bfd1a7.jpeg?w\u003d1440\u0026h\u003d810"",""type"":""LANDSCAPE""},""title"":""Hey [user.name], don\u0027t forget to drink water! Should I set a reminder for you?""}]},""text"":""Let\u0027s help you drink lots of water!"",""type"":""CAROUSEL""}"
3563664,4,22,False,"Time to grab a glass and drink water, _name_! {card}{http://haptikappimg.s3.amazonaws.com/content/8b8cd297bc8bc690780e03a320c38ff50098a5200db924210d16be126954bbcd.jpeg?w=720&h=720}"
3563664,4,0,True,{emoticon}{thumbsup}
3563664,4,25,False,{}
3610136,31,39,True,"Hi, I want to set a reminder to drink water. "
3610136,31,0,False,"{""data"":{""items"":[{""actionables"":[{""actionable_text"":""Yes, please do!"",""is_default"":1,""location_required"":false,""payload"":{""message"":""I want to set a reminder to drink water. {repeat_banner}"",""gogo_message"":""""},""type"":""TEXT_ONLY""}],""thumbnail"":{""image"":""http://expert-dashboard.s3.amazonaws.com/content/12df53fea8b3adfa6c2ec456dd22e2046bfc5abfbe783819d71246de51bfd1a7.jpeg?w\u003d1440\u0026h\u003d810"",""type"":""LANDSCAPE""},""title"":""Hey [user.name], don\u0027t forget to drink water! Should I set a reminder for you?""}]},""text"":""Let\u0027s help you drink lots of water!"",""type"":""CAROUSEL""}"
3610136,31,0,True,"Hey, can you set a wake up alarm for me? ⏰ {task}"
3610136,31,18,False,"Sure _name_, I will wake you up! I just need a few details. 🌞"
3610136,31,18,False,{chatform}{33}
3610136,31,17,True,"Wake up call
Date: January 9, 2017
Time: 8 00 AM"
3610136,31,18,False,"Thanks, _name_! 👍  I'm scheduling that for you right away."
3610136,31,18,False,Reminder cannot be set in the past.
