coll_id,conv_no,msg_type,direction,body
3127691,45,17,True,date date venue venue meeting with meeting_with time time
3127691,45,18,False,_reminder_interim_
3127691,45,19,False,_api_call_remind_meeting_
3127691,46,22,False,_reminder_notification_
3149102,6,0,True,hey can you set a wake up alarm for me
3149102,6,18,False,sure _name_ i will wake you up i just need a few details
3149102,6,18,False,_chatform_33_
3149102,6,17,True,wake up call date date time time
3149102,6,18,False,_reminder_interim_
3149102,6,19,False,youre all set ill make sure youre up at _time_ on mon _date_
3150398,21,0,True,hey can you set a wake up alarm for me
3150398,21,18,False,sure _name_ i will wake you up i just need a few details
3150398,21,18,False,_chatform_33_
3150398,21,17,True,date date time time
3150398,21,18,False,_reminder_interim_
3150398,21,19,False,youre all set ill make sure youre up at _time_ on mon _date_
3150398,22,18,False,sure _name_ i will wake you up i just need a few details
3150398,22,18,False,_chatform_33_
3150398,22,17,True,date date time time
3150398,22,18,False,_reminder_interim_
3150398,22,19,False,youre all set ill make sure youre up at _time_ on mon _date_
3150398,23,22,False,_reminder_notification_
3156647,8,39,True,hi i want to set a reminder to drink water
3156647,8,0,False,_blank_
3215608,27,0,True,hey can you set a wake up alarm for me
3215608,27,18,False,sure _name_ i will wake you up i just need a few details
3215608,27,18,False,_chatform_33_
3215608,27,17,True,date date time time
3215608,27,18,False,_reminder_interim_
3215608,27,19,False,youre all set ill make sure youre up at _time_ on mon _date_
3261474,67,0,True,hey can you set a reminder for me to call someone
3261474,67,18,False,sure _name_ i just need a few details to get this done
3261474,67,18,False,_chatform_59_
3261474,67,17,True,date date name of person name_of_person time time
3261474,67,18,False,_reminder_interim_
3261474,67,19,False,great the reminder is set for _time_ on mon _date_ if theres anything else i can help you with just send me a message
3313301,29,0,True,please show my to do list of pending tasks _to_do_list_
3313301,29,24,False,_api_todo_show_
3313301,29,24,False,_chatform_101_
3313301,29,0,True,i want to set a reminder
3313301,29,0,True,_emoticon_
3313301,29,18,False,sure _name_ please give me a few details and i will set the reminder for you
3313301,29,0,False,to do reminders _chatform_
3313301,29,17,True,date date task task time time
3313301,29,0,False,_reminder_interim_
3313301,29,0,False,_api_todo_set_
3313301,29,0,False,let me know if you would like to set any new reminders i shall set that for you
3313301,29,0,True,_time_
3313301,29,0,False,apologies for the same
3313301,29,0,False,i have changed the timings to _time_
3313301,29,0,True,okay
3313301,29,0,True,thank you
3313301,29,0,False,you are most welcome
3313301,29,0,False,have a great day ahead
3361443,1,39,True,hi i want to set a reminder to drink water
3361443,1,0,False,_blank_
3386412,50,0,True,hey can you set a wake up alarm for me
3386412,50,18,False,sure _name_ i will wake you up i just need a few details
3386412,50,18,False,_chatform_33_
3386412,50,17,True,wake up call date date time time
3386412,50,18,False,_reminder_interim_
3386412,50,19,False,got it ill call you at _time_ on mon _date_ and make sure youre up
3407237,5,22,False,_reminder_notification_
3407237,5,6,False,rise and shine _name_ i can help you plan your week ahead just text me to set up your to do list
3407237,5,0,True,yes remind me about water
3407237,5,18,False,sure _name_ please give me a few details and i will set the reminder for you
3407237,5,18,False,_chatform_101_
3441316,98,22,False,_reminder_notification_
3441316,98,22,False,_reminder_notification_
3499378,83,0,True,hey can you set a reminder for me to call someone
3499378,83,18,False,sure _name_ i just need a few details to get this done
3499378,83,0,True,hi i have a meeting coming up can you remind me
3499378,83,18,False,_chatform_59_
3499378,83,18,False,definitely _name_ i just need a few details
3499378,83,18,False,_chatform_56_
3499378,83,17,True,date date venue venue meeting with meeting_with time time
3499378,83,18,False,_reminder_interim_
3499378,84,0,True,_blank_
3499378,84,0,False,please let me know if you need to add any more reminders
3563664,3,22,False,_reminder_notification_
3563664,3,39,True,hi i want to set a reminder to drink water
3563664,3,0,False,_blank_
3563664,4,22,False,_reminder_notification_
3563664,4,0,True,_emoticon_
3563664,4,25,False,_blank_
3610136,31,39,True,hi i want to set a reminder to drink water
3610136,31,0,False,_blank_
3610136,31,0,True,hey can you set a wake up alarm for me
3610136,31,18,False,sure _name_ i will wake you up i just need a few details
3610136,31,18,False,_chatform_33_
3610136,31,17,True,wake up call date date time time
3610136,31,18,False,_reminder_interim_
3610136,31,18,False,reminder can not be set in the past
3610136,31,0,True,sorry its _date_
3610136,31,0,False,got it i am setting this up for you
3610136,31,0,False,youre all set ill make sure youre up at _time_ on tue _date_
3610136,31,0,True,thank you alot
3610136,31,0,False,you are most welcome please get back to us if you need any further assistance
3610136,32,0,False,okay good night and take care
3623385,259,22,False,_reminder_notification_
3623385,259,6,False,rise and shine _name_ i can help you plan your week ahead just text me to set up your to do list
3658234,47,22,False,_reminder_notification_
3658234,47,6,False,rise and shine _name_ i can help you plan your week ahead just text me to set up your to do list
3658234,47,22,False,_reminder_notification_
3664023,8,0,True,hi
3664023,8,25,False,hi _name_
3664023,8,0,True,you remember me aah
3664023,8,0,False,yes would you like me to set a reminder for you
3664023,8,0,True,yes
3664023,8,0,False,_chatform_33_
3664023,8,0,True,wake call
3664023,8,17,True,date date time time
3664023,8,0,False,got it ill call you at _time_ on mon _date_ and make sure youre up
3664023,8,0,False,good night we at haptik are always here for you
3664023,9,0,False,give me a minute to check on that
3664023,9,0,False,i have canceled all your reminders
3664023,9,0,False,let me know if you need any further assistance have a great day ahead
3676031,9,0,True,set a remi
3676031,9,0,True,hey can you set a reminder for me to call someone
3676031,9,0,False,good afternoon _name_
3676031,9,0,False,call someone _chatform_
3778138,79,0,True,hey can you set a wake up alarm for me
3778138,79,18,False,sure _name_ i will wake you up i just need a few details
3778138,79,18,False,_chatform_33_
3778138,79,17,True,wake up call date date time time
3778138,79,18,False,_reminder_interim_
3778138,79,19,False,youre all set ill make sure youre up at _time_ on mon _date_
3780215,5,22,False,_reminder_notification_
3780215,5,39,True,hi i want to set a reminder to drink water
3780215,5,0,False,_api_call_remind_water_
3780215,5,33,True,_33_
3780215,5,18,False,sure _name_ i just need to know how frequently i should remind you
3780215,5,18,False,_chatform_65_
3780215,5,17,True,frequency of reminders frequency_of_reminders
3780215,5,18,False,_reminder_interim_
3780215,5,19,False,_api_call_remind_water_
3780215,6,22,False,_reminder_notification_
3786628,9,0,True,hey can you set a wake up alarm for me
3786628,9,18,False,sure _name_ i will wake you up i just need a few details
3786628,9,18,False,_chatform_33_
3786628,9,0,True,call _name_ document
3786628,9,0,False,may i know the date and timings for the reminder
3786628,9,0,True,_time_
3786628,9,0,False,_reminder_interim_
3786628,9,0,False,and your reminder is set for _time_ on tue _date_ have a fantastic day
3794259,21,22,False,_reminder_notification_
3794259,21,0,False,_api_call_remind_water_
3846932,85,22,False,_reminder_notification_
3846932,85,6,False,rise and shine _name_ i can help you plan your week ahead just text me to set up your to do list
3906962,155,22,False,_reminder_notification_
3906962,155,6,False,rise and shine _name_ i can help you plan your week ahead just text me to set up your to do list
3906962,155,22,False,_reminder_notification_
3929409,18,39,True,hi i want to set a reminder to drink water
3929409,18,0,False,_blank_
3929409,18,39,True,hi i want to set a reminder to drink water
3929409,18,0,False,_blank_
3971296,101,22,False,_reminder_notification_
3971296,101,6,False,rise and shine _name_ i can help you plan your week ahead just text me to set up your to do list
4006767,9,22,False,_reminder_notification_
4006767,9,0,True,hey can you send me regular reminders to drink water
4006767,9,18,False,sure _name_ i just need to know how frequently i should remind you
4006767,9,18,False,_chatform_65_
4006767,9,0,True,please stop the reminder already set
4006767,9,0,False,_api_call_remind_water_
4006767,9,0,False,do reach us back if you need any further assistance have a nice day ahead
4066955,34,22,False,_reminder_notification_
4066955,34,6,False,rise and shine _name_ i can help you plan your week ahead just text me to set up your to do list
4066955,34,22,False,_reminder_notification_
4066955,34,0,True,_emoticon_
4066955,34,25,False,_blank_
4079344,23,22,False,_reminder_notification_
4079344,23,6,False,rise and shine _name_ i can help you plan your week ahead just text me to set up your to do list
4079344,23,22,False,_reminder_notification_
4125151,3,0,True,remind me to deliver a book to bhavika by _time_ _date_ i e _date_
4125151,3,18,False,_reminder_interim_
4125151,3,19,False,sure i will remind you with a call at _time_ on mon _date_ have a great day
4125151,4,25,False,welcome
4194061,37,17,True,add a new to do date date task task time time
4194061,37,29,False,_api_call_remind_general
4194061,38,24,False,_api_todo_show_
4194061,38,24,False,_chatform_101_
4194061,38,17,True,add a new to do date date task task time time
4194061,38,24,False,_api_todo_set_
4194061,38,24,False,_chatform_101_
4194061,38,17,True,add a new to do date date task task time time
4194061,38,24,False,_api_todo_set_
4194061,38,24,False,_chatform_101_
4197732,76,0,True,hey can you set a reminder for me to call someone
4197732,76,18,False,sure _name_ i just need a few details to get this done
4197732,76,18,False,_chatform_59_
4197732,76,17,True,date date name of person name_of_person time time
4197732,76,18,False,_reminder_interim_
4197732,76,19,False,_api_call_remind_call_
4208041,8,39,True,hi i want to set a reminder to drink water
4208041,8,0,False,_blank_
4208041,8,0,True,hi could you remind me to take my medicines
4208041,8,18,False,_chatform_140_
4208041,8,17,True,medicine reminder medicine medicine days days time1 time1
4208041,8,18,False,_reminder_interim_
4208041,8,0,True,_numeral_ in the evening
4208041,8,0,True,_numeral_ more medicine every alternate day in the morning _time_
4208041,8,0,False,_api_call_remind_medicine_
4208041,8,0,False,got it i am scheduling this for you
4208041,8,0,True,no calls jus s
4208041,8,0,False,_api_call_remind_medicine_
4208041,8,0,False,let me know if you wish to schedule any reminders
4208041,8,0,True,that is alternate day
4208041,8,0,True,evening is _date_ remind me _numeral_ days that s it
4208041,8,39,True,hi i want to set a reminder to drink water
4208041,8,0,False,_blank_
4208041,8,0,True,nope i drink water
4208041,8,0,True,_blank_
4208041,8,0,False,how frequently would you like to be reminded in the day do you have any specific time preference
4208041,8,0,True,for medicine
4208041,8,0,False,your medicine reminder is already set
4211080,5,0,True,hi i have a meeting coming up can you remind me
4211080,5,18,False,definitely _name_ i just need a few details
4211080,5,18,False,_chatform_56_
4231941,113,0,True,hi i have a meeting coming up can you remind me
4231941,113,18,False,definitely _name_ i just need a few details
4231941,113,18,False,_chatform_56_
4231941,113,0,True,d d school hdfc cheque _date_ morning _time_
4231941,113,18,False,_reminder_interim_
4231941,113,19,False,done and done youll get a call at _time_ on tue _date_
4272412,60,22,False,_reminder_notification_
4272412,60,0,True,please show my to do list of pending tasks _to_do_list_
4272412,60,24,False,_api_todo_show_
4272412,60,24,False,_chatform_101_
4277407,3,39,True,hi i want to set a reminder to drink water
4277407,3,0,False,_api_call_remind_water_
4342429,67,0,True,hey can you set a wake up alarm for me
4342429,67,18,False,sure _name_ i will wake you up i just need a few details
4342429,67,18,False,_chatform_33_
4342429,67,17,True,date date time time
4342429,67,18,False,_reminder_interim_
4342429,67,19,False,youre all set ill make sure youre up at _time_ on mon _date_
4342429,68,25,False,_blank_
4432343,18,22,False,_reminder_notification_
4432343,18,0,False,_api_call_remind_medicine_
4445947,90,22,False,_reminder_notification_
4445947,90,22,False,_reminder_notification_
4445947,91,22,False,_reminder_notification_
4483286,46,22,False,_reminder_notification_
4483286,46,22,False,_reminder_notification_
4504138,17,22,False,_reminder_notification_
4504138,17,22,False,_reminder_notification_
4530412,2,39,True,hi i want to set a reminder to drink water
4530412,2,0,False,_api_call_remind_water_
4530412,2,33,True,_33_
4530412,2,18,False,sure _name_ i just need to know how frequently i should remind you
4530412,2,18,False,_chatform_65_
4530412,2,17,True,frequency of reminders frequency_of_reminders
4530412,2,18,False,_reminder_interim_
4530412,2,19,False,_api_call_remind_water_
4530412,3,18,False,sure _name_ i just need to know how frequently i should remind you
4530412,3,18,False,_chatform_65_
4530412,3,0,True,i want to cancel my reminder
4530412,3,0,False,alright i will cancel it for you
4530412,3,0,False,i have cancelled all your reminders
4530412,3,0,False,happy to assist you have an awesome day ahead
4567220,36,0,True,please show my to do list of pending tasks _to_do_list_
4567220,36,24,False,_api_todo_show_
4567220,36,24,False,_chatform_101_
4567220,36,17,True,add a new to do date date task task time time
4567220,36,24,False,_api_todo_set_
4567220,36,24,False,_chatform_101_
4567220,37,18,False,sure _name_ i will wake you up i just need a few details
4567220,37,18,False,_chatform_33_
4567220,37,17,True,wake up call date date time time
4567220,37,18,False,_reminder_interim_
4567220,37,19,False,youre all set ill make sure youre up at _time_ on mon _date_
4586325,72,0,True,hi i have a meeting coming up can you remind me
4586325,72,18,False,definitely _name_ i just need a few details
4586325,72,18,False,_chatform_56_
4586325,72,17,True,date date venue venue meeting with meeting_with time time
4586325,72,18,False,_reminder_interim_
4586325,72,19,False,_api_call_remind_meeting_
4586325,73,25,False,welcome
4630936,1,0,True,please show my to do list of pending tasks _to_do_list_
4630936,1,24,False,_api_todo_show_
4630936,1,24,False,_chatform_101_
4650640,6,0,True,hey can you set a reminder for me to call someone
4650640,6,18,False,sure _name_ i just need a few details to get this done
4650640,6,18,False,_chatform_59_
4650640,6,17,True,date date name of person name_of_person time time
4650640,6,18,False,_reminder_interim_
4650640,6,19,False,i have set this up youll get a call from me to remind you about it at _time_ on mon _date_ have a great day
4650640,7,0,False,sure _name_ i am canceling your reminder
4650640,7,0,True,thank you
4650640,7,0,False,i have canceled your reminder _name_ is there anything else i can assist you with
4650640,7,0,False,you are welcome
4686919,416,22,False,_reminder_notification_
4686919,416,22,False,_reminder_notification_
4686919,417,22,False,_reminder_notification_
4716074,24,22,False,_reminder_notification_
4716074,24,0,False,_api_call_remind_water_
4722695,39,0,True,hey can you set a reminder for me to call someone
4722695,39,18,False,sure _name_ i just need a few details to get this done
4722695,39,18,False,_chatform_59_
4722695,39,17,True,reminder to call date date name of person name_of_person time time
4722695,39,18,False,_reminder_interim_
4722695,39,19,False,and your reminder is set for _time_ on tue _date_ have a fantastic day
4753091,26,0,True,please show my to do list of pending tasks _to_do_list_
4753091,26,24,False,_api_todo_show_
4753091,26,24,False,_chatform_101_
4753091,26,17,True,add a new to do date date task task time time
4753091,26,18,False,reminder can not be set in the past
4753091,26,0,True,please show my to do list of pending tasks _to_do_list_
4753091,26,0,True,hi i have a meeting coming up can you remind me
4753091,26,0,False,meet someone _chatform_
4753091,26,0,False,you have no upcoming task would you like to set one
4753091,26,0,True,please show my to do list of pending tasks _to_do_list_
4753091,26,0,False,as i chescked there is no pending task of yours would you like to set one
4753091,26,0,True,_emoticon_
4753091,26,0,True,task check bms date _date_ _numeral_ _numeral_ time _time_
4753091,26,0,False,got it i am scheduling this for you
4753091,26,0,False,_api_todo_set_
4753091,26,0,False,is there anything else i may assist you with
4758817,4,0,True,please show my to do list of pending tasks _to_do_list_
4758817,4,24,False,_api_todo_show_
4758817,4,24,False,_chatform_101_
4758817,4,17,True,add a new to do date date task task time time
4758817,4,24,False,_api_todo_set_
4758817,4,24,False,_chatform_101_
4758817,4,17,True,add a new to do date date task task time time
4758817,4,24,False,_api_todo_set_
4758817,4,24,False,_chatform_101_
4758817,5,22,False,_reminder_notification_
4806026,100,0,True,hey can you set a wake up alarm for me
4806026,100,18,False,sure _name_ i will wake you up i just need a few details
4806026,100,18,False,_chatform_33_
4806026,100,17,True,wake up call date date time time
4806026,100,18,False,_reminder_interim_
4806026,100,19,False,youre all set ill make sure youre up at _time_ on mon _date_
4806026,101,25,False,welcome
4885587,11,0,True,hi i have a meeting coming up can you remind me
4885587,11,18,False,definitely _name_ i just need a few details
4885587,11,18,False,_chatform_56_
4885587,11,17,True,date date venue venue meeting with meeting_with time time
4885587,11,18,False,_reminder_interim_
4885587,11,19,False,done and done youll get a call at _time_ on sun _date_
4887287,24,22,False,_reminder_notification_
4887287,24,0,True,remind me drink water _date_
4887287,24,18,False,sure _name_ i just need to know how frequently i should remind you
4887287,24,18,False,_chatform_65_
4887287,24,17,True,reminder to drink water frequency of reminders frequency_of_reminders
4887287,24,18,False,_reminder_interim_
4887287,24,19,False,_api_call_remind_water_
4887287,25,25,False,_blank_
4887287,25,0,True,if i am not avilble in online
4887287,25,0,True,you can call me
4887287,25,0,True,and even messge me
4887287,25,0,False,this reminder is set for haptik message only do you need a call too
4887287,25,0,True,yes
4887287,25,0,False,alright i will reschedule it to call
4887287,25,0,True,okay
4887287,25,0,True,call me
4887287,25,0,True,_emoticon_
4887287,25,0,False,great i modified the reminder to call + notifications
4887287,25,0,False,happy to assist you have an awesome day ahead
4887287,25,0,True,thank you
4887287,25,0,False,you are most welcome
4887287,25,0,True,_emoticon_
4887287,25,0,True,can you prepre shedule for my study
4887287,25,0,False,i can set reminders according to your schedule please tell me when do you want to set reminders for study
4887287,25,0,True,at _time_ _date_
4887287,25,0,True,upto _time_
4887287,25,0,False,alright i will remind you to study at _time_ and _time_ _date_
4887287,25,0,True,_emoticon_
4887287,25,0,False,i scheduled your _date_ to do reminders for _time_ and _time_ for study
4887287,25,0,False,happy to assist you have an awesome day ahead
4887287,25,0,True,_emoticon_
4887287,26,22,False,_reminder_notification_
4887287,26,0,True,thank you for reminding me
4887287,26,18,False,_name_ i just need a few details to set this reminder for you
4887287,26,18,False,_chatform_34_
4888588,28,39,True,hi i want to set a reminder to drink water
4888588,28,0,False,_blank_
4888588,28,0,True,no
4888588,28,0,False,do you wish to set any other reminder
4890462,3,39,True,hi i want to set a reminder to drink water
4890462,3,0,False,_blank_
4896579,85,22,False,_reminder_notification_
4896579,85,0,True,reminder please
4896579,85,18,False,_name_ i just need a few details to set this reminder for you
4896579,85,18,False,_chatform_34_
4896579,85,0,True,_blank_
4896579,85,0,True,anyone there
4896579,85,0,True,_blank_
4896579,85,0,False,yes _name_ please tell me which reminder would you like to schedule
4896579,85,0,True,_date_
4896579,85,0,True,meeting with mr surendra at _time_
4896579,85,0,True,_date_
4896579,85,0,False,got it i am scheduling this for you
4896579,85,0,False,done and done youll get a call at _time_ on wed _date_
4896579,85,0,False,do let me know if you need any further assistance i will be happy to help you
4896579,86,25,False,you are welcome
4901429,13,0,True,hey can you set a wake up alarm for me
4901429,13,18,False,sure _name_ i will wake you up i just need a few details
4901429,13,18,False,_chatform_33_
4901429,13,17,True,wake up call date date time time
4901429,13,18,False,_reminder_interim_
4901429,13,19,False,got it ill call you at _time_ on mon _date_ and make sure youre up
4930028,40,22,False,_reminder_notification_
4930028,40,22,False,_reminder_notification_
4932439,38,0,True,remimder
4932439,38,0,False,may i know which reminder you would like to set
4932439,38,0,True,wanted to set alarm for _time_
4932439,38,0,True,_time_
4932439,38,0,False,youre all set ill make sure youre up at _time_ on mon _date_
4932439,38,0,True,also to deposit money for rent
4932439,38,0,False,to do reminders _chatform_
4932439,38,17,True,add a new to do date date task task time time
4932439,38,0,False,_api_todo_set_
4932439,39,22,False,_reminder_notification_
4932439,39,0,True,hey can you set a reminder for me to call someone
4932439,39,0,True,call vaiju frm crm
4932439,39,18,False,sure _name_ i just need a few details to get this done
4932439,39,0,False,call someone _chatform_
4932439,39,17,True,reminder to call date date name of person name_of_person time time
4932439,39,0,False,got it i am setting this up for you
4932439,39,0,False,a simple hi could lead to a million things ill remind you about this on _time_ on mon _date_
4932439,39,0,False,is there any other reminder you would like to set
4932439,39,0,True,yes
4932439,39,0,False,please help me with the details
4932439,39,0,False,to do reminder _chatform_
4932439,39,17,True,add a new to do date date task task time time
4932439,39,0,False,_reminder_interim_
4932439,39,0,False,_api_todo_set_
4932439,39,0,False,please let me know if you need any further assistance have a nice day
4932439,39,0,True,_emoticon_
4932439,39,0,True,same to you
4932439,39,0,False,thank you
4949211,59,0,True,hey can you set a wake up alarm for me
4949211,59,18,False,sure _name_ i will wake you up i just need a few details
4949211,59,18,False,_chatform_33_
4949211,59,17,True,wake up call date date time time
4949211,59,18,False,_reminder_interim_
4949211,59,19,False,got it ill call you at _time_ on mon _date_ and make sure youre up
4950946,22,0,True,_emoticon_
4950946,22,25,False,_blank_
4953034,64,0,True,please show my to do list of pending tasks _to_do_list_
4953034,64,24,False,_api_todo_show_
4953034,64,24,False,_chatform_101_
4953034,64,17,True,add a new to do date date task task time time
4953034,64,24,False,_api_todo_set_
4953034,64,24,False,_chatform_101_
4953034,64,0,True,_emoticon_
4953034,64,18,False,sure _name_ please give me a few details and i will set the reminder for you
4953034,64,18,False,_chatform_101_
4953034,64,0,True,i already gave
4953034,64,0,False,the reminder is already set do you wish to set any other reminder
4953034,64,0,True,no
4953034,64,0,True,thank you
4953034,64,0,False,you are welcome please get back to us for any further assistance have a nice day
4957024,4,0,True,hey can you set a wake up alarm for me
4957024,4,18,False,sure _name_ i will wake you up i just need a few details
4957024,4,18,False,_chatform_33_
4957024,4,0,True,hey can you set a wake up alarm for me
4957024,4,18,False,sure _name_ i will wake you up i just need a few details
4957024,4,18,False,_chatform_33_
4957024,4,17,True,wake up call date date time time
4957024,4,18,False,_reminder_interim_
4957024,4,19,False,youre all set ill make sure youre up at _time_ on tue _date_
4957024,5,25,False,_blank_
4957024,5,0,True,thank you
4957024,5,25,False,welcome
